vertices,time
100,2400
200,3743
300,3628
400,4650
500,5393
600,6749
700,7754
800,8705
900,10658
1000,10965
1100,13463
1200,12756
1300,15016
1400,15352
1500,16504
1600,16277
100,3615
200,3198
300,3468
400,5012
500,5507
600,6364
700,8064
800,8467
900,11276
1000,10193
1100,11086
1200,12653
1300,13805
1400,15146
1500,15607
1600,16031
1700,19834
1800,18491
1900,20511
2000,22194
2100,21440
2200,24484
