Elements,Time,Distribution
15200,2817,VSHAPE
15300,4779,UNIFORM
15300,2817,CONSTANT
15300,2830,ASCENDING
15300,2819,DESCENDING
15300,3505,ASHAPE
15300,2976,VSHAPE
15400,4247,UNIFORM
15400,3024,CONSTANT
15400,3424,ASCENDING
15400,3239,DESCENDING
15400,2869,ASHAPE
15400,2816,VSHAPE
15500,4245,UNIFORM
15500,2884,CONSTANT
15500,2834,ASCENDING
15500,3503,DESCENDING
15500,2892,ASHAPE
15500,2881,VSHAPE
15600,4270,UNIFORM
15600,2853,CONSTANT
15600,2892,ASCENDING
15600,3809,DESCENDING
15600,2900,ASHAPE
15600,3097,VSHAPE
15700,4340,UNIFORM
15700,2909,CONSTANT
15700,2908,ASCENDING
15700,3598,DESCENDING
15700,2868,ASHAPE
15700,2904,VSHAPE
15800,4847,UNIFORM
15800,2893,CONSTANT
15800,3164,ASCENDING
15800,3306,DESCENDING
15800,3288,ASHAPE
15800,3067,VSHAPE
15900,4544,UNIFORM
15900,3027,CONSTANT
15900,2894,ASCENDING
15900,2952,DESCENDING
15900,2939,ASHAPE
15900,3120,VSHAPE
16000,4433,UNIFORM
16000,3344,CONSTANT
16000,3730,ASCENDING
16000,3252,DESCENDING
16000,2922,ASHAPE
16000,3056,VSHAPE
16100,4445,UNIFORM
16100,2937,CONSTANT
16100,2925,ASCENDING
16100,2965,DESCENDING
16100,3553,ASHAPE
16100,3408,VSHAPE
16200,4426,UNIFORM
16200,2979,CONSTANT
16200,2947,ASCENDING
16200,2972,DESCENDING
16200,3920,ASHAPE
16200,3014,VSHAPE
16300,5172,UNIFORM
16300,3050,CONSTANT
16300,3077,ASCENDING
16300,3012,DESCENDING
16300,3063,ASHAPE
16300,3194,VSHAPE
16400,4503,UNIFORM
16400,3023,CONSTANT
16400,3540,ASCENDING
16400,3040,DESCENDING
16400,3079,ASHAPE
16400,3155,VSHAPE
16500,4591,UNIFORM
16500,3012,CONSTANT
16500,3048,ASCENDING
16500,3381,DESCENDING
16500,3518,ASHAPE
16500,3117,VSHAPE
16600,4590,UNIFORM
16600,3113,CONSTANT
16600,3282,ASCENDING
16600,3073,DESCENDING
16600,3067,ASHAPE
16600,3074,VSHAPE
16700,4669,UNIFORM
16700,3150,CONSTANT
16700,3301,ASCENDING
16700,3134,DESCENDING
16700,3118,ASHAPE
16700,3296,VSHAPE
16800,4756,UNIFORM
16800,3201,CONSTANT
16800,3123,ASCENDING
16800,3126,DESCENDING
16800,3130,ASHAPE
16800,3138,VSHAPE
16900,4666,UNIFORM
16900,3233,CONSTANT
16900,3091,ASCENDING
16900,3153,DESCENDING
16900,3525,ASHAPE
16900,3583,VSHAPE
17000,4840,UNIFORM
17000,3152,CONSTANT
17000,3233,ASCENDING
17000,3310,DESCENDING
17000,3213,ASHAPE
17000,5303,VSHAPE
17100,4756,UNIFORM
17100,3144,CONSTANT
17100,3694,ASCENDING
17100,3489,DESCENDING
17100,3623,ASHAPE
17100,3376,VSHAPE
17200,4781,UNIFORM
17200,4057,CONSTANT
17200,3255,ASCENDING
17200,3228,DESCENDING
17200,3322,ASHAPE
17200,3235,VSHAPE
17300,5432,UNIFORM
17300,3267,CONSTANT
17300,3220,ASCENDING
17300,3457,DESCENDING
17300,3396,ASHAPE
17300,6371,VSHAPE
17400,4829,UNIFORM
17400,3271,CONSTANT
17400,3293,ASCENDING
17400,3365,DESCENDING
17400,3282,ASHAPE
17400,3275,VSHAPE
17500,5750,UNIFORM
17500,3497,CONSTANT
17500,3307,ASCENDING
17500,3338,DESCENDING
17500,3320,ASHAPE
17500,3390,VSHAPE
17600,4870,UNIFORM
17600,3315,CONSTANT
17600,3476,ASCENDING
17600,3932,DESCENDING
17600,3304,ASHAPE
17600,3432,VSHAPE
17700,4936,UNIFORM
17700,3302,CONSTANT
17700,3301,ASCENDING
17700,3437,DESCENDING
17700,4030,ASHAPE
17700,3298,VSHAPE
17800,5562,UNIFORM
17800,3321,CONSTANT
17800,4328,ASCENDING
17800,3776,DESCENDING
17800,3635,ASHAPE
17800,3356,VSHAPE
17900,5152,UNIFORM
17900,3371,CONSTANT
17900,3297,ASCENDING
17900,3297,DESCENDING
17900,3385,ASHAPE
17900,3479,VSHAPE
18000,4974,UNIFORM
18000,3345,CONSTANT
18000,4083,ASCENDING
18000,3833,DESCENDING
18000,3708,ASHAPE
18000,3518,VSHAPE
18100,5121,UNIFORM
18100,3344,CONSTANT
18100,3362,ASCENDING
18100,3366,DESCENDING
18100,4241,ASHAPE
18100,3420,VSHAPE
18200,5119,UNIFORM
18200,3390,CONSTANT
18200,3691,ASCENDING
18200,3688,DESCENDING
18200,3936,ASHAPE
18200,3438,VSHAPE
18300,5096,UNIFORM
18300,3440,CONSTANT
18300,4545,ASCENDING
18300,5962,DESCENDING
18300,3415,ASHAPE
18300,3475,VSHAPE
18400,5711,UNIFORM
18400,3567,CONSTANT
18400,3437,ASCENDING
18400,3451,DESCENDING
18400,3579,ASHAPE
18400,3473,VSHAPE
18500,5896,UNIFORM
18500,3466,CONSTANT
18500,3561,ASCENDING
18500,3457,DESCENDING
18500,3629,ASHAPE
18500,3407,VSHAPE
18600,5223,UNIFORM
18600,3463,CONSTANT
18600,4359,ASCENDING
18600,3420,DESCENDING
18600,3546,ASHAPE
18600,3488,VSHAPE
18700,6072,UNIFORM
18700,3495,CONSTANT
18700,3570,ASCENDING
18700,3673,DESCENDING
18700,4093,ASHAPE
18700,3494,VSHAPE
18800,5408,UNIFORM
18800,3514,CONSTANT
18800,3513,ASCENDING
18800,3534,DESCENDING
18800,3662,ASHAPE
18800,3521,VSHAPE
18900,5311,UNIFORM
18900,3560,CONSTANT
18900,4189,ASCENDING
18900,3661,DESCENDING
18900,3711,ASHAPE
18900,4065,VSHAPE
19000,5378,UNIFORM
19000,3577,CONSTANT
19000,3576,ASCENDING
19000,3608,DESCENDING
19000,4140,ASHAPE
19000,3568,VSHAPE
19100,5775,UNIFORM
19100,3839,CONSTANT
19100,3612,ASCENDING
19100,4450,DESCENDING
19100,3578,ASHAPE
19100,3657,VSHAPE
19200,5479,UNIFORM
19200,3660,CONSTANT
19200,3764,ASCENDING
19200,3596,DESCENDING
19200,3610,ASHAPE
19200,3680,VSHAPE
19300,5598,UNIFORM
19300,3784,CONSTANT
19300,3623,ASCENDING
19300,3647,DESCENDING
19300,3591,ASHAPE
19300,4405,VSHAPE
19400,5589,UNIFORM
19400,3705,CONSTANT
19400,3684,ASCENDING
19400,3693,DESCENDING
19400,3674,ASHAPE
19400,3826,VSHAPE
19500,5470,UNIFORM
19500,4200,CONSTANT
19500,3850,ASCENDING
19500,3651,DESCENDING
19500,3697,ASHAPE
19500,3777,VSHAPE
19600,5612,UNIFORM
19600,5776,CONSTANT
19600,3676,ASCENDING
19600,4023,DESCENDING
19600,3953,ASHAPE
19600,3717,VSHAPE
19700,5517,UNIFORM
19700,3886,CONSTANT
19700,4038,ASCENDING
19700,3685,DESCENDING
19700,4475,ASHAPE
19700,4256,VSHAPE
19800,5527,UNIFORM
19800,3825,CONSTANT
19800,3713,ASCENDING
19800,3708,DESCENDING
19800,3758,ASHAPE
19800,4281,VSHAPE
19900,5820,UNIFORM
19900,4244,CONSTANT
19900,4433,ASCENDING
19900,4236,DESCENDING
19900,4240,ASHAPE
19900,3961,VSHAPE
20000,5724,UNIFORM
20000,3821,CONSTANT
20000,3754,ASCENDING
20000,3822,DESCENDING
20000,3836,ASHAPE
20000,4350,VSHAPE
20100,5997,UNIFORM
20100,4283,CONSTANT
20100,4391,ASCENDING
20100,4425,DESCENDING
20100,4408,ASHAPE
20100,3864,VSHAPE
20200,6522,UNIFORM
20200,4015,CONSTANT
20200,3811,ASCENDING
20200,3779,DESCENDING
20200,3814,ASHAPE
20200,4234,VSHAPE
20300,5687,UNIFORM
20300,3945,CONSTANT
20300,3811,ASCENDING
20300,3931,DESCENDING
20300,3873,ASHAPE
20300,3815,VSHAPE
20400,5757,UNIFORM
20400,3978,CONSTANT
20400,4098,ASCENDING
20400,4345,DESCENDING
20400,4349,ASHAPE
20400,4367,VSHAPE
20500,5733,UNIFORM
20500,3873,CONSTANT
20500,3843,ASCENDING
20500,4516,DESCENDING
20500,3969,ASHAPE
20500,3875,VSHAPE
20600,6199,UNIFORM
20600,4124,CONSTANT
20600,3909,ASCENDING
20600,4022,DESCENDING
20600,4121,ASHAPE
20600,4490,VSHAPE
20700,6331,UNIFORM
20700,3940,CONSTANT
20700,4211,ASCENDING
20700,3935,DESCENDING
20700,4482,ASHAPE
20700,4533,VSHAPE
20800,6331,UNIFORM
20800,3986,CONSTANT
20800,4378,ASCENDING
20800,4022,DESCENDING
20800,4105,ASHAPE
20800,4517,VSHAPE
20900,6010,UNIFORM
20900,4039,CONSTANT
20900,4005,ASCENDING
20900,4025,DESCENDING
20900,3943,ASHAPE
20900,3946,VSHAPE
21000,6352,UNIFORM
21000,4023,CONSTANT
21000,3947,ASCENDING
21000,4361,DESCENDING
21000,4202,ASHAPE
21000,4080,VSHAPE
21100,5934,UNIFORM
21100,4011,CONSTANT
21100,4000,ASCENDING
21100,4521,DESCENDING
21100,4267,ASHAPE
21100,4881,VSHAPE
21200,5955,UNIFORM
21200,4043,CONSTANT
21200,4028,ASCENDING
21200,4727,DESCENDING
21200,4489,ASHAPE
21200,4535,VSHAPE
21300,6501,UNIFORM
21300,4045,CONSTANT
21300,4250,ASCENDING
21300,4182,DESCENDING
21300,4698,ASHAPE
21300,4668,VSHAPE
21400,6102,UNIFORM
21400,4341,CONSTANT
21400,4179,ASCENDING
21400,4041,DESCENDING
21400,4073,ASHAPE
21400,4677,VSHAPE
21500,6024,UNIFORM
21500,4246,CONSTANT
21500,4070,ASCENDING
21500,4271,DESCENDING
21500,4076,ASHAPE
21500,4109,VSHAPE
21600,6155,UNIFORM
21600,4089,CONSTANT
21600,4196,ASCENDING
21600,4075,DESCENDING
21600,4089,ASHAPE
21600,4094,VSHAPE
21700,6210,UNIFORM
21700,4099,CONSTANT
21700,4098,ASCENDING
21700,4660,DESCENDING
21700,4139,ASHAPE
21700,4521,VSHAPE
21800,6546,UNIFORM
21800,4341,CONSTANT
21800,4218,ASCENDING
21800,4094,DESCENDING
21800,4266,ASHAPE
21800,4199,VSHAPE
21900,6597,UNIFORM
21900,4269,CONSTANT
21900,4480,ASCENDING
21900,4352,DESCENDING
21900,4291,ASHAPE
21900,4725,VSHAPE
22000,6610,UNIFORM
22000,4289,CONSTANT
22000,4265,ASCENDING
22000,4308,DESCENDING
22000,4226,ASHAPE
22000,4273,VSHAPE
22100,6280,UNIFORM
22100,4182,CONSTANT
22100,4334,ASCENDING
22100,4185,DESCENDING
22100,4222,ASHAPE
22100,4233,VSHAPE
22200,6338,UNIFORM
22200,4778,CONSTANT
22200,4913,ASCENDING
22200,4802,DESCENDING
22200,4780,ASHAPE
22200,4767,VSHAPE
22300,6472,UNIFORM
22300,4272,CONSTANT
22300,4379,ASCENDING
22300,4344,DESCENDING
22300,4253,ASHAPE
22300,4243,VSHAPE
22400,6719,UNIFORM
22400,4328,CONSTANT
22400,4350,ASCENDING
22400,4260,DESCENDING
22400,4273,ASHAPE
22400,4328,VSHAPE
22500,6349,UNIFORM
22500,4345,CONSTANT
22500,4283,ASCENDING
22500,4303,DESCENDING
22500,4299,ASHAPE
22500,4858,VSHAPE
22600,6783,UNIFORM
22600,4322,CONSTANT
22600,4554,ASCENDING
22600,4780,DESCENDING
22600,4893,ASHAPE
22600,4926,VSHAPE
22700,6863,UNIFORM
22700,4317,CONSTANT
22700,4545,ASCENDING
22700,4418,DESCENDING
22700,4451,ASHAPE
22700,4480,VSHAPE
22800,6665,UNIFORM
22800,4468,CONSTANT
22800,4391,ASCENDING
22800,4380,DESCENDING
22800,4528,ASHAPE
22800,4394,VSHAPE
22900,6459,UNIFORM
22900,4368,CONSTANT
22900,4391,ASCENDING
22900,4861,DESCENDING
22900,4673,ASHAPE
22900,4362,VSHAPE
23000,6526,UNIFORM
23000,4382,CONSTANT
23000,4490,ASCENDING
23000,4387,DESCENDING
23000,4380,ASHAPE
23000,4376,VSHAPE
23100,6576,UNIFORM
23100,4415,CONSTANT
23100,4378,ASCENDING
23100,4381,DESCENDING
23100,4968,ASHAPE
23100,4841,VSHAPE
23200,6971,UNIFORM
23200,4500,CONSTANT
23200,4818,ASCENDING
23200,4844,DESCENDING
23200,5165,ASHAPE
23200,5035,VSHAPE
23300,6760,UNIFORM
23300,4537,CONSTANT
23300,4473,ASCENDING
23300,4436,DESCENDING
23300,5118,ASHAPE
23300,4923,VSHAPE
23400,6594,UNIFORM
23400,4546,CONSTANT
23400,4445,ASCENDING
23400,4461,DESCENDING
23400,4597,ASHAPE
23400,4707,VSHAPE
23500,6789,UNIFORM
23500,4498,CONSTANT
23500,4451,ASCENDING
23500,4946,DESCENDING
23500,4621,ASHAPE
23500,4569,VSHAPE
23600,7196,UNIFORM
23600,4564,CONSTANT
23600,4840,ASCENDING
23600,4657,DESCENDING
23600,4518,ASHAPE
23600,4512,VSHAPE
23700,6753,UNIFORM
23700,5136,CONSTANT
23700,5246,ASCENDING
23700,4586,DESCENDING
23700,4657,ASHAPE
23700,4537,VSHAPE
23800,6895,UNIFORM
23800,4547,CONSTANT
23800,4538,ASCENDING
23800,4700,DESCENDING
23800,5229,ASHAPE
23800,5453,VSHAPE
23900,6755,UNIFORM
23900,5195,CONSTANT
23900,5123,ASCENDING
23900,4609,DESCENDING
23900,4785,ASHAPE
23900,4609,VSHAPE
24000,6900,UNIFORM
24000,4563,CONSTANT
24000,4616,ASCENDING
24000,4552,DESCENDING
24000,4567,ASHAPE
24000,4562,VSHAPE
24100,6965,UNIFORM
24100,4558,CONSTANT
24100,4605,ASCENDING
24100,5079,DESCENDING
24100,5392,ASHAPE
24100,5230,VSHAPE
24200,6902,UNIFORM
24200,4865,CONSTANT
24200,5355,ASCENDING
24200,4703,DESCENDING
24200,4574,ASHAPE
24200,4883,VSHAPE
24300,7297,UNIFORM
24300,4629,CONSTANT
24300,7501,ASCENDING
24300,4671,DESCENDING
24300,4599,ASHAPE
24300,4701,VSHAPE
24400,6959,UNIFORM
24400,4891,CONSTANT
24400,5233,ASCENDING
24400,5577,DESCENDING
24400,5684,ASHAPE
24400,5247,VSHAPE
24500,7387,UNIFORM
24500,5135,CONSTANT
24500,4655,ASCENDING
24500,4749,DESCENDING
24500,4768,ASHAPE
24500,4693,VSHAPE
24600,6893,UNIFORM
24600,4851,CONSTANT
24600,4680,ASCENDING
24600,4659,DESCENDING
24600,4687,ASHAPE
24600,5341,VSHAPE
24700,7023,UNIFORM
24700,4672,CONSTANT
24700,4695,ASCENDING
24700,5228,DESCENDING
24700,5679,ASHAPE
24700,5025,VSHAPE
24800,6945,UNIFORM
24800,4734,CONSTANT
24800,4851,ASCENDING
24800,4673,DESCENDING
24800,4770,ASHAPE
24800,5125,VSHAPE
24900,7088,UNIFORM
24900,4738,CONSTANT
24900,4724,ASCENDING
24900,4686,DESCENDING
24900,5279,ASHAPE
24900,5290,VSHAPE
25000,7073,UNIFORM
25000,5464,CONSTANT
25000,4782,ASCENDING
25000,4724,DESCENDING
25000,5006,ASHAPE
25000,4741,VSHAPE
25100,7272,UNIFORM
25100,5626,CONSTANT
25100,5403,ASCENDING
25100,5367,DESCENDING
25100,6015,ASHAPE
25100,5512,VSHAPE
25200,7285,UNIFORM
25200,4784,CONSTANT
25200,4769,ASCENDING
25200,5229,DESCENDING
25200,5321,ASHAPE
25200,4809,VSHAPE
25300,7166,UNIFORM
25300,5363,CONSTANT
25300,5648,ASCENDING
25300,5505,DESCENDING
25300,5546,ASHAPE
25300,5447,VSHAPE
25400,7268,UNIFORM
25400,4871,CONSTANT
25400,5062,ASCENDING
25400,4889,DESCENDING
25400,4833,ASHAPE
25400,5281,VSHAPE
25500,7580,UNIFORM
25500,4955,CONSTANT
25500,4893,ASCENDING
25500,5096,DESCENDING
25500,4944,ASHAPE
25500,4916,VSHAPE
25600,7410,UNIFORM
25600,4892,CONSTANT
25600,4889,ASCENDING
25600,7543,DESCENDING
25600,6709,ASHAPE
25600,5054,VSHAPE
25700,7388,UNIFORM
25700,4925,CONSTANT
25700,4970,ASCENDING
25700,5019,DESCENDING
25700,5574,ASHAPE
25700,5564,VSHAPE
25800,7473,UNIFORM
25800,4952,CONSTANT
25800,4921,ASCENDING
25800,5004,DESCENDING
25800,4976,ASHAPE
25800,4916,VSHAPE
25900,7353,UNIFORM
25900,5056,CONSTANT
25900,5006,ASCENDING
25900,5079,DESCENDING
25900,7669,ASHAPE
25900,6537,VSHAPE
26000,7568,UNIFORM
26000,5238,CONSTANT
26000,4962,ASCENDING
26000,4958,DESCENDING
26000,5459,ASHAPE
26000,5758,VSHAPE
26100,8295,UNIFORM
26100,5046,CONSTANT
26100,5078,ASCENDING
26100,5241,DESCENDING
26100,4988,ASHAPE
26100,5013,VSHAPE
26200,8330,UNIFORM
26200,4993,CONSTANT
26200,5036,ASCENDING
26200,5371,DESCENDING
26200,5015,ASHAPE
26200,7897,VSHAPE
26300,7467,UNIFORM
26300,5056,CONSTANT
26300,5191,ASCENDING
26300,5020,DESCENDING
26300,5026,ASHAPE
26300,5606,VSHAPE
26400,7553,UNIFORM
26400,8088,CONSTANT
26400,5298,ASCENDING
26400,6080,DESCENDING
26400,8401,ASHAPE
26400,8621,VSHAPE
26500,7602,UNIFORM
26500,5063,CONSTANT
26500,5184,ASCENDING
26500,5020,DESCENDING
26500,5040,ASHAPE
26500,5991,VSHAPE
26600,7742,UNIFORM
26600,7883,CONSTANT
26600,7724,ASCENDING
26600,5761,DESCENDING
26600,5835,ASHAPE
26600,5771,VSHAPE
26700,9598,UNIFORM
26700,5121,CONSTANT
26700,5100,ASCENDING
26700,5155,DESCENDING
26700,8526,ASHAPE
26700,5107,VSHAPE
26800,7711,UNIFORM
26800,5229,CONSTANT
26800,5261,ASCENDING
26800,5093,DESCENDING
26800,5104,ASHAPE
26800,5746,VSHAPE
26900,7951,UNIFORM
26900,5128,CONSTANT
26900,5181,ASCENDING
26900,5262,DESCENDING
26900,5633,ASHAPE
26900,5843,VSHAPE
27000,11408,UNIFORM
27000,5745,CONSTANT
27000,5405,ASCENDING
27000,5213,DESCENDING
27000,5939,ASHAPE
27000,5842,VSHAPE
27100,7965,UNIFORM
27100,5230,CONSTANT
27100,5453,ASCENDING
27100,5155,DESCENDING
27100,5177,ASHAPE
27100,5400,VSHAPE
27200,7989,UNIFORM
27200,5363,CONSTANT
27200,5197,ASCENDING
27200,5203,DESCENDING
27200,5379,ASHAPE
27200,5546,VSHAPE
27300,7873,UNIFORM
27300,5421,CONSTANT
27300,5226,ASCENDING
27300,5196,DESCENDING
27300,6155,ASHAPE
27300,5245,VSHAPE
27400,8023,UNIFORM
27400,5626,CONSTANT
27400,5289,ASCENDING
27400,5397,DESCENDING
27400,5303,ASHAPE
27400,8630,VSHAPE
27500,8208,UNIFORM
27500,5281,CONSTANT
27500,5275,ASCENDING
27500,5456,DESCENDING
27500,5258,ASHAPE
27500,5411,VSHAPE
27600,8079,UNIFORM
27600,5302,CONSTANT
27600,5392,ASCENDING
27600,5918,DESCENDING
27600,5596,ASHAPE
27600,5631,VSHAPE
27700,7971,UNIFORM
27700,5447,CONSTANT
27700,5300,ASCENDING
27700,5282,DESCENDING
27700,6223,ASHAPE
27700,5345,VSHAPE
27800,8011,UNIFORM
27800,5390,CONSTANT
27800,5349,ASCENDING
27800,5306,DESCENDING
27800,7927,ASHAPE
27800,9268,VSHAPE
27900,8327,UNIFORM
27900,5688,CONSTANT
27900,5999,ASCENDING
27900,6125,DESCENDING
27900,5975,ASHAPE
27900,5416,VSHAPE
28000,8782,UNIFORM
28000,5456,CONSTANT
28000,5426,ASCENDING
28000,5407,DESCENDING
28000,7648,ASHAPE
28000,8914,VSHAPE
28100,8156,UNIFORM
28100,5355,CONSTANT
28100,5408,ASCENDING
28100,9038,DESCENDING
28100,6178,ASHAPE
28100,6561,VSHAPE
28200,8171,UNIFORM
28200,5520,CONSTANT
28200,5440,ASCENDING
28200,5441,DESCENDING
28200,5407,ASHAPE
28200,6302,VSHAPE
28300,8189,UNIFORM
28300,5589,CONSTANT
28300,6168,ASCENDING
28300,5400,DESCENDING
28300,5436,ASHAPE
28300,6264,VSHAPE
28400,8243,UNIFORM
28400,5486,CONSTANT
28400,6046,ASCENDING
28400,6507,DESCENDING
28400,5796,ASHAPE
28400,6008,VSHAPE
28500,8813,UNIFORM
28500,5535,CONSTANT
28500,5706,ASCENDING
28500,6175,DESCENDING
28500,6223,ASHAPE
28500,6340,VSHAPE
28600,8172,UNIFORM
28600,5492,CONSTANT
28600,5956,ASCENDING
28600,5539,DESCENDING
28600,6049,ASHAPE
28600,5485,VSHAPE
28700,12248,UNIFORM
28700,9273,CONSTANT
28700,9066,ASCENDING
28700,9047,DESCENDING
28700,9249,ASHAPE
28700,5738,VSHAPE
28800,8726,UNIFORM
28800,5549,CONSTANT
28800,5891,ASCENDING
28800,5542,DESCENDING
28800,5673,ASHAPE
28800,5617,VSHAPE
28900,8284,UNIFORM
28900,5587,CONSTANT
28900,6213,ASCENDING
28900,5493,DESCENDING
28900,5899,ASHAPE
28900,5534,VSHAPE
29000,8411,UNIFORM
29000,8400,CONSTANT
29000,6870,ASCENDING
29000,5751,DESCENDING
29000,5645,ASHAPE
29000,5613,VSHAPE
29100,8386,UNIFORM
29100,5718,CONSTANT
29100,5548,ASCENDING
29100,5743,DESCENDING
29100,6661,ASHAPE
29100,5973,VSHAPE
29200,8721,UNIFORM
29200,5677,CONSTANT
29200,5596,ASCENDING
29200,8663,DESCENDING
29200,9655,ASHAPE
29200,5648,VSHAPE
29300,8512,UNIFORM
29300,5866,CONSTANT
29300,5593,ASCENDING
29300,5668,DESCENDING
29300,5791,ASHAPE
29300,5733,VSHAPE
29400,8526,UNIFORM
29400,5623,CONSTANT
29400,5786,ASCENDING
29400,5616,DESCENDING
29400,5695,ASHAPE
29400,7646,VSHAPE
29500,9176,UNIFORM
29500,5855,CONSTANT
29500,5708,ASCENDING
29500,5741,DESCENDING
29500,5639,ASHAPE
29500,5742,VSHAPE
29600,8660,UNIFORM
29600,5695,CONSTANT
29600,5821,ASCENDING
29600,6048,DESCENDING
29600,6425,ASHAPE
29600,6384,VSHAPE
29700,8564,UNIFORM
29700,6378,CONSTANT
29700,5727,ASCENDING
29700,6089,DESCENDING
29700,6592,ASHAPE
29700,6600,VSHAPE
29800,8620,UNIFORM
29800,5886,CONSTANT
29800,6045,ASCENDING
29800,5833,DESCENDING
29800,5975,ASHAPE
29800,5779,VSHAPE
29900,8928,UNIFORM
29900,5987,CONSTANT
29900,5920,ASCENDING
29900,6405,DESCENDING
29900,8852,ASHAPE
29900,5934,VSHAPE
30000,8780,UNIFORM
30000,5895,CONSTANT
30000,5795,ASCENDING
30000,5707,DESCENDING
30000,6107,ASHAPE
30000,6035,VSHAPE
30100,8757,UNIFORM
30100,5917,CONSTANT
30100,6518,ASCENDING
30100,6150,DESCENDING
30100,6080,ASHAPE
30100,6005,VSHAPE
30200,9137,UNIFORM
30200,6339,CONSTANT
30200,6137,ASCENDING
30200,5951,DESCENDING
30200,5990,ASHAPE
30200,6038,VSHAPE
30300,8904,UNIFORM
30300,5933,CONSTANT
30300,5847,ASCENDING
30300,6528,DESCENDING
30300,6421,ASHAPE
30300,5866,VSHAPE
30400,8886,UNIFORM
30400,5866,CONSTANT
30400,6055,ASCENDING
30400,6183,DESCENDING
30400,6295,ASHAPE
30400,6081,VSHAPE
30500,9093,UNIFORM
30500,6112,CONSTANT
30500,6051,ASCENDING
30500,6245,DESCENDING
30500,5994,ASHAPE
30500,6476,VSHAPE
30600,9039,UNIFORM
30600,5926,CONSTANT
30600,6598,ASCENDING
30600,6340,DESCENDING
30600,5985,ASHAPE
30600,6306,VSHAPE
30700,8937,UNIFORM
30700,6604,CONSTANT
30700,6294,ASCENDING
30700,6214,DESCENDING
30700,6300,ASHAPE
30700,5975,VSHAPE
30800,9127,UNIFORM
30800,5985,CONSTANT
30800,6110,ASCENDING
30800,6613,DESCENDING
30800,6648,ASHAPE
30800,6782,VSHAPE
30900,9568,UNIFORM
30900,6539,CONSTANT
30900,6819,ASCENDING
30900,6134,DESCENDING
30900,6245,ASHAPE
30900,6715,VSHAPE
31000,9120,UNIFORM
31000,6566,CONSTANT
31000,6841,ASCENDING
31000,6176,DESCENDING
31000,6300,ASHAPE
31000,6128,VSHAPE
31100,13653,UNIFORM
31100,9382,CONSTANT
31100,10187,ASCENDING
31100,9999,DESCENDING
31100,9976,ASHAPE
31100,10286,VSHAPE
31200,9109,UNIFORM
31200,6217,CONSTANT
31200,6038,ASCENDING
31200,6031,DESCENDING
31200,6124,ASHAPE
31200,6044,VSHAPE
31300,11896,UNIFORM
31300,6625,CONSTANT
31300,6081,ASCENDING
31300,6159,DESCENDING
31300,6282,ASHAPE
31300,6054,VSHAPE
31400,9134,UNIFORM
31400,6644,CONSTANT
31400,6123,ASCENDING
31400,6226,DESCENDING
31400,6094,ASHAPE
31400,6086,VSHAPE
31500,9215,UNIFORM
31500,6100,CONSTANT
31500,6153,ASCENDING
31500,6096,DESCENDING
31500,6110,ASHAPE
31500,6575,VSHAPE
31600,9299,UNIFORM
31600,6175,CONSTANT
31600,6064,ASCENDING
31600,6232,DESCENDING
31600,6041,ASHAPE
31600,6341,VSHAPE
31700,9877,UNIFORM
31700,6229,CONSTANT
31700,6808,ASCENDING
31700,6887,DESCENDING
31700,6906,ASHAPE
31700,6091,VSHAPE
31800,12110,UNIFORM
31800,6336,CONSTANT
31800,6117,ASCENDING
31800,6202,DESCENDING
31800,6106,ASHAPE
31800,6121,VSHAPE
31900,9516,UNIFORM
31900,6161,CONSTANT
31900,6325,ASCENDING
31900,6089,DESCENDING
31900,6993,ASHAPE
31900,6951,VSHAPE
32000,9823,UNIFORM
32000,6101,CONSTANT
32000,6285,ASCENDING
32000,6250,DESCENDING
32000,6176,ASHAPE
32000,6283,VSHAPE
32100,9388,UNIFORM
32100,6225,CONSTANT
32100,6830,ASCENDING
32100,6183,DESCENDING
32100,6223,ASHAPE
32100,6357,VSHAPE
32200,9840,UNIFORM
32200,6244,CONSTANT
32200,6216,ASCENDING
32200,6399,DESCENDING
32200,6211,ASHAPE
32200,6443,VSHAPE
32300,9530,UNIFORM
32300,6209,CONSTANT
32300,6341,ASCENDING
32300,6233,DESCENDING
32300,6182,ASHAPE
32300,6720,VSHAPE
32400,9859,UNIFORM
32400,6278,CONSTANT
32400,6499,ASCENDING
32400,6281,DESCENDING
32400,6258,ASHAPE
32400,6365,VSHAPE
32500,9415,UNIFORM
32500,6468,CONSTANT
32500,6297,ASCENDING
32500,6845,DESCENDING
32500,6266,ASHAPE
32500,6318,VSHAPE
32600,9902,UNIFORM
32600,6319,CONSTANT
32600,6531,ASCENDING
32600,6278,DESCENDING
32600,6477,ASHAPE
32600,6344,VSHAPE
32700,9789,UNIFORM
32700,6375,CONSTANT
32700,6493,ASCENDING
32700,6336,DESCENDING
32700,6705,ASHAPE
32700,6331,VSHAPE
32800,12384,UNIFORM
32800,6284,CONSTANT
32800,6774,ASCENDING
32800,6283,DESCENDING
32800,6453,ASHAPE
32800,6289,VSHAPE
32900,10110,UNIFORM
32900,6377,CONSTANT
32900,6532,ASCENDING
32900,6376,DESCENDING
32900,6536,ASHAPE
32900,6338,VSHAPE
33000,9498,UNIFORM
33000,6595,CONSTANT
33000,6467,ASCENDING
33000,7024,DESCENDING
33000,6477,ASHAPE
33000,6423,VSHAPE
33100,10114,UNIFORM
33100,6449,CONSTANT
33100,6521,ASCENDING
33100,6416,DESCENDING
33100,6513,ASHAPE
33100,6479,VSHAPE
33200,9745,UNIFORM
