Elements,Time,Distribution
15400,345242,ASCENDING
15400,344076,DESCENDING
15400,2990,ASHAPE
15400,3012,VSHAPE
15500,2484,UNIFORM
15500,900,CONSTANT
15500,347746,ASCENDING
15500,347911,DESCENDING
15500,2840,ASHAPE
15500,3057,VSHAPE
15600,2546,UNIFORM
15600,947,CONSTANT
15600,354282,ASCENDING
15600,360989,DESCENDING
15600,2870,ASHAPE
15600,3111,VSHAPE
15700,2866,UNIFORM
15700,1107,CONSTANT
15700,358737,ASCENDING
15700,356135,DESCENDING
15700,2939,ASHAPE
15700,3087,VSHAPE
15800,2559,UNIFORM
15800,987,CONSTANT
15800,362596,ASCENDING
15800,359959,DESCENDING
15800,2984,ASHAPE
15800,3014,VSHAPE
15900,2512,UNIFORM
15900,979,CONSTANT
15900,367362,ASCENDING
15900,365402,DESCENDING
15900,2912,ASHAPE
15900,3117,VSHAPE
16000,2561,UNIFORM
16000,983,CONSTANT
16000,372250,ASCENDING
16000,369946,DESCENDING
16000,2997,ASHAPE
16000,3065,VSHAPE
16100,2742,UNIFORM
16100,948,CONSTANT
16100,376328,ASCENDING
16100,377889,DESCENDING
16100,2993,ASHAPE
16100,3093,VSHAPE
16200,2644,UNIFORM
16200,957,CONSTANT
16200,384386,ASCENDING
16200,379857,DESCENDING
16200,3015,ASHAPE
16200,3172,VSHAPE
16300,2669,UNIFORM
16300,960,CONSTANT
16300,393381,ASCENDING
16300,383530,DESCENDING
16300,3128,ASHAPE
16300,3199,VSHAPE
16400,2681,UNIFORM
16400,973,CONSTANT
16400,416778,ASCENDING
16400,389334,DESCENDING
16400,3322,ASHAPE
16400,3615,VSHAPE
16500,2737,UNIFORM
16500,970,CONSTANT
16500,393922,ASCENDING
16500,395561,DESCENDING
16500,3220,ASHAPE
16500,3520,VSHAPE
16600,2724,UNIFORM
16600,981,CONSTANT
16600,401801,ASCENDING
16600,401231,DESCENDING
16600,3331,ASHAPE
16600,3524,VSHAPE
16700,2675,UNIFORM
16700,983,CONSTANT
16700,406914,ASCENDING
16700,403709,DESCENDING
16700,3160,ASHAPE
16700,3428,VSHAPE
16800,3059,UNIFORM
16800,1116,CONSTANT
16800,408242,ASCENDING
16800,406630,DESCENDING
16800,3295,ASHAPE
16800,3713,VSHAPE
16900,2743,UNIFORM
16900,1007,CONSTANT
16900,418824,ASCENDING
16900,411979,DESCENDING
16900,3517,ASHAPE
16900,3395,VSHAPE
17000,3093,UNIFORM
17000,1423,CONSTANT
17000,419493,ASCENDING
17000,416637,DESCENDING
17000,3184,ASHAPE
17000,3263,VSHAPE
17100,3326,UNIFORM
17100,1044,CONSTANT
17100,425128,ASCENDING
17100,422067,DESCENDING
17100,3203,ASHAPE
17100,3371,VSHAPE
17200,2809,UNIFORM
17200,1164,CONSTANT
17200,430987,ASCENDING
17200,433349,DESCENDING
17200,3330,ASHAPE
17200,3351,VSHAPE
17300,2979,UNIFORM
17300,1019,CONSTANT
17300,434590,ASCENDING
17300,431146,DESCENDING
17300,3228,ASHAPE
17300,3275,VSHAPE
17400,2842,UNIFORM
17400,1017,CONSTANT
17400,439858,ASCENDING
17400,440622,DESCENDING
17400,3485,ASHAPE
17400,3466,VSHAPE
17500,2800,UNIFORM
17500,1061,CONSTANT
17500,444018,ASCENDING
17500,443678,DESCENDING
17500,3313,ASHAPE
17500,3341,VSHAPE
17600,2901,UNIFORM
17600,1071,CONSTANT
17600,455000,ASCENDING
17600,447188,DESCENDING
17600,3337,ASHAPE
17600,3482,VSHAPE
17700,3247,UNIFORM
17700,1268,CONSTANT
17700,452762,ASCENDING
17700,454064,DESCENDING
17700,3381,ASHAPE
17700,3401,VSHAPE
17800,2939,UNIFORM
17800,1092,CONSTANT
17800,458132,ASCENDING
17800,457031,DESCENDING
17800,3367,ASHAPE
17800,3442,VSHAPE
17900,3022,UNIFORM
17900,1052,CONSTANT
17900,467437,ASCENDING
17900,462145,DESCENDING
17900,3733,ASHAPE
17900,3423,VSHAPE
18000,2915,UNIFORM
18000,1056,CONSTANT
18000,469006,ASCENDING
18000,469448,DESCENDING
18000,3395,ASHAPE
18000,3508,VSHAPE
18100,3089,UNIFORM
18100,1100,CONSTANT
18100,477867,ASCENDING
18100,474272,DESCENDING
18100,3511,ASHAPE
18100,3472,VSHAPE
18200,2956,UNIFORM
18200,1153,CONSTANT
18200,480047,ASCENDING
18200,478506,DESCENDING
18200,3418,ASHAPE
18200,3488,VSHAPE
18300,2989,UNIFORM
18300,1068,CONSTANT
18300,484384,ASCENDING
18300,483865,DESCENDING
18300,3496,ASHAPE
18300,3591,VSHAPE
18400,3037,UNIFORM
18400,1076,CONSTANT
18400,489763,ASCENDING
18400,488242,DESCENDING
18400,3943,ASHAPE
18400,3547,VSHAPE
18500,3136,UNIFORM
18500,1221,CONSTANT
18500,496615,ASCENDING
18500,496018,DESCENDING
18500,3546,ASHAPE
18500,3809,VSHAPE
18600,2983,UNIFORM
18600,1118,CONSTANT
18600,500893,ASCENDING
18600,500415,DESCENDING
18600,3614,ASHAPE
18600,3818,VSHAPE
18700,3152,UNIFORM
18700,1095,CONSTANT
18700,508048,ASCENDING
18700,506689,DESCENDING
18700,3615,ASHAPE
18700,3762,VSHAPE
18800,3036,UNIFORM
18800,1150,CONSTANT
18800,512007,ASCENDING
18800,510365,DESCENDING
18800,3936,ASHAPE
18800,3734,VSHAPE
18900,3118,UNIFORM
18900,1160,CONSTANT
18900,516543,ASCENDING
18900,516993,DESCENDING
18900,3613,ASHAPE
18900,3954,VSHAPE
19000,3178,UNIFORM
19000,1116,CONSTANT
19000,525779,ASCENDING
19000,524534,DESCENDING
19000,3679,ASHAPE
19000,3821,VSHAPE
19100,3247,UNIFORM
19100,1146,CONSTANT
19100,531452,ASCENDING
19100,530184,DESCENDING
19100,3798,ASHAPE
19100,3835,VSHAPE
19200,3177,UNIFORM
19200,1386,CONSTANT
19200,534310,ASCENDING
19200,539220,DESCENDING
19200,3706,ASHAPE
19200,3841,VSHAPE
19300,3531,UNIFORM
19300,1471,CONSTANT
19300,540801,ASCENDING
19300,538958,DESCENDING
19300,3845,ASHAPE
19300,3874,VSHAPE
19400,3190,UNIFORM
19400,1143,CONSTANT
19400,545751,ASCENDING
19400,544059,DESCENDING
19400,4149,ASHAPE
19400,4109,VSHAPE
19500,3250,UNIFORM
19500,1150,CONSTANT
19500,550492,ASCENDING
19500,553484,DESCENDING
19500,3850,ASHAPE
19500,4204,VSHAPE
19600,3204,UNIFORM
19600,1157,CONSTANT
19600,557179,ASCENDING
19600,555522,DESCENDING
19600,3832,ASHAPE
19600,3907,VSHAPE
19700,3285,UNIFORM
19700,1161,CONSTANT
19700,564583,ASCENDING
19700,564275,DESCENDING
19700,3795,ASHAPE
19700,4009,VSHAPE
19800,3386,UNIFORM
19800,1203,CONSTANT
19800,571854,ASCENDING
19800,567596,DESCENDING
19800,3943,ASHAPE
19800,3995,VSHAPE
19900,3277,UNIFORM
19900,1208,CONSTANT
19900,575908,ASCENDING
19900,572551,DESCENDING
19900,3846,ASHAPE
19900,4228,VSHAPE
20000,3640,UNIFORM
20000,1256,CONSTANT
20000,580331,ASCENDING
20000,580702,DESCENDING
20000,4072,ASHAPE
20000,4051,VSHAPE
20100,3275,UNIFORM
20100,1184,CONSTANT
20100,586274,ASCENDING
20100,585440,DESCENDING
20100,3976,ASHAPE
20100,4038,VSHAPE
20200,3402,UNIFORM
20200,1258,CONSTANT
20200,590832,ASCENDING
20200,590263,DESCENDING
20200,4162,ASHAPE
20200,4253,VSHAPE
20300,3784,UNIFORM
20300,1236,CONSTANT
20300,598012,ASCENDING
20300,599437,DESCENDING
20300,3946,ASHAPE
20300,4263,VSHAPE
20400,3346,UNIFORM
20400,1196,CONSTANT
20400,602817,ASCENDING
20400,601125,DESCENDING
20400,3965,ASHAPE
20400,4372,VSHAPE
20500,3597,UNIFORM
20500,1469,CONSTANT
20500,610524,ASCENDING
20500,607877,DESCENDING
20500,4071,ASHAPE
20500,4409,VSHAPE
20600,3582,UNIFORM
20600,1249,CONSTANT
20600,614308,ASCENDING
20600,613246,DESCENDING
20600,4103,ASHAPE
20600,4684,VSHAPE
20700,3809,UNIFORM
20700,1361,CONSTANT
20700,620998,ASCENDING
20700,619631,DESCENDING
20700,4171,ASHAPE
20700,4270,VSHAPE
20800,3664,UNIFORM
20800,1222,CONSTANT
20800,628011,ASCENDING
20800,626895,DESCENDING
20800,4114,ASHAPE
20800,4309,VSHAPE
20900,3881,UNIFORM
20900,1442,CONSTANT
20900,634092,ASCENDING
20900,631724,DESCENDING
20900,4524,ASHAPE
20900,4374,VSHAPE
21000,3525,UNIFORM
21000,1229,CONSTANT
21000,641601,ASCENDING
21000,641781,DESCENDING
21000,4245,ASHAPE
21000,4425,VSHAPE
21100,3564,UNIFORM
21100,1275,CONSTANT
21100,644870,ASCENDING
21100,646129,DESCENDING
21100,4231,ASHAPE
21100,4347,VSHAPE
21200,3792,UNIFORM
21200,1323,CONSTANT
21200,651557,ASCENDING
21200,649989,DESCENDING
21200,4264,ASHAPE
21200,4367,VSHAPE
21300,3715,UNIFORM
21300,1246,CONSTANT
21300,656845,ASCENDING
21300,655412,DESCENDING
21300,4390,ASHAPE
21300,4439,VSHAPE
21400,3997,UNIFORM
21400,1458,CONSTANT
21400,665449,ASCENDING
21400,663464,DESCENDING
21400,4445,ASHAPE
21400,4638,VSHAPE
21500,3604,UNIFORM
21500,1389,CONSTANT
21500,672134,ASCENDING
21500,669173,DESCENDING
21500,4374,ASHAPE
21500,4832,VSHAPE
21600,3576,UNIFORM
21600,1264,CONSTANT
21600,677966,ASCENDING
21600,676000,DESCENDING
21600,4260,ASHAPE
21600,4787,VSHAPE
21700,3718,UNIFORM
21700,1536,CONSTANT
21700,683306,ASCENDING
21700,681386,DESCENDING
21700,4311,ASHAPE
21700,4581,VSHAPE
21800,3665,UNIFORM
21800,1306,CONSTANT
21800,688279,ASCENDING
21800,688848,DESCENDING
21800,4343,ASHAPE
21800,4892,VSHAPE
21900,3625,UNIFORM
21900,1366,CONSTANT
21900,696539,ASCENDING
21900,693365,DESCENDING
21900,4437,ASHAPE
21900,4586,VSHAPE
22000,4098,UNIFORM
22000,1511,CONSTANT
22000,702800,ASCENDING
22000,703013,DESCENDING
22000,4395,ASHAPE
22000,4705,VSHAPE
22100,3653,UNIFORM
22100,1306,CONSTANT
22100,707546,ASCENDING
22100,706859,DESCENDING
22100,4604,ASHAPE
22100,4563,VSHAPE
22200,4042,UNIFORM
22200,1313,CONSTANT
22200,713673,ASCENDING
22200,717637,DESCENDING
22200,4408,ASHAPE
22200,4641,VSHAPE
22300,4143,UNIFORM
22300,1495,CONSTANT
22300,725397,ASCENDING
22300,720270,DESCENDING
22300,4434,ASHAPE
22300,4623,VSHAPE
22400,3809,UNIFORM
22400,1317,CONSTANT
22400,726744,ASCENDING
22400,725220,DESCENDING
22400,4484,ASHAPE
22400,5024,VSHAPE
22500,3874,UNIFORM
22500,1353,CONSTANT
22500,734396,ASCENDING
22500,731829,DESCENDING
22500,4807,ASHAPE
22500,4812,VSHAPE
22600,3782,UNIFORM
22600,1743,CONSTANT
22600,739265,ASCENDING
22600,739758,DESCENDING
22600,4448,ASHAPE
22600,4585,VSHAPE
22700,4131,UNIFORM
22700,1361,CONSTANT
22700,747432,ASCENDING
22700,749305,DESCENDING
22700,4465,ASHAPE
22700,4586,VSHAPE
22800,3737,UNIFORM
22800,1341,CONSTANT
22800,752502,ASCENDING
22800,751784,DESCENDING
22800,4472,ASHAPE
22800,4856,VSHAPE
22900,3799,UNIFORM
22900,1355,CONSTANT
22900,759560,ASCENDING
22900,762768,DESCENDING
22900,4571,ASHAPE
22900,4614,VSHAPE
23000,3921,UNIFORM
23000,1357,CONSTANT
23000,765367,ASCENDING
23000,767601,DESCENDING
23000,4675,ASHAPE
23000,4686,VSHAPE
23100,4199,UNIFORM
23100,1363,CONSTANT
23100,779790,ASCENDING
23100,777712,DESCENDING
23100,4600,ASHAPE
23100,4694,VSHAPE
23200,3830,UNIFORM
23200,1370,CONSTANT
23200,784122,ASCENDING
23200,779334,DESCENDING
23200,4697,ASHAPE
23200,4700,VSHAPE
23300,4352,UNIFORM
23300,1563,CONSTANT
23300,794501,ASCENDING
23300,785141,DESCENDING
23300,4748,ASHAPE
23300,4720,VSHAPE
23400,3887,UNIFORM
23400,1383,CONSTANT
23400,800151,ASCENDING
23400,793399,DESCENDING
23400,4656,ASHAPE
23400,4962,VSHAPE
23500,4102,UNIFORM
23500,1498,CONSTANT
23500,799228,ASCENDING
23500,802687,DESCENDING
23500,4781,ASHAPE
23500,4864,VSHAPE
23600,4009,UNIFORM
23600,1560,CONSTANT
23600,807394,ASCENDING
23600,809814,DESCENDING
23600,4709,ASHAPE
23600,4899,VSHAPE
23700,4039,UNIFORM
23700,1438,CONSTANT
23700,813766,ASCENDING
23700,814445,DESCENDING
23700,4702,ASHAPE
23700,4858,VSHAPE
23800,4243,UNIFORM
23800,1417,CONSTANT
23800,821596,ASCENDING
23800,819086,DESCENDING
23800,4862,ASHAPE
23800,4821,VSHAPE
23900,4468,UNIFORM
23900,1637,CONSTANT
23900,830064,ASCENDING
23900,825417,DESCENDING
23900,4939,ASHAPE
23900,5128,VSHAPE
24000,4039,UNIFORM
24000,1463,CONSTANT
24000,837857,ASCENDING
24000,835412,DESCENDING
24000,5027,ASHAPE
24000,4925,VSHAPE
24100,4347,UNIFORM
24100,1536,CONSTANT
24100,865781,ASCENDING
24100,842772,DESCENDING
24100,4929,ASHAPE
24100,4873,VSHAPE
24200,4631,UNIFORM
24200,1655,CONSTANT
24200,853198,ASCENDING
24200,847734,DESCENDING
24200,4780,ASHAPE
24200,5007,VSHAPE
24300,4019,UNIFORM
24300,1450,CONSTANT
24300,853712,ASCENDING
24300,853924,DESCENDING
24300,4827,ASHAPE
24300,4983,VSHAPE
24400,4061,UNIFORM
24400,1449,CONSTANT
24400,860273,ASCENDING
24400,861388,DESCENDING
24400,4995,ASHAPE
24400,5013,VSHAPE
24500,4615,UNIFORM
24500,1537,CONSTANT
24500,886890,ASCENDING
24500,869384,DESCENDING
24500,4975,ASHAPE
24500,5072,VSHAPE
24600,4115,UNIFORM
24600,1522,CONSTANT
24600,875418,ASCENDING
24600,879453,DESCENDING
24600,4958,ASHAPE
24600,5532,VSHAPE
24700,4645,UNIFORM
24700,1656,CONSTANT
24700,883341,ASCENDING
24700,884329,DESCENDING
24700,5072,ASHAPE
24700,5314,VSHAPE
24800,4299,UNIFORM
24800,1468,CONSTANT
24800,889288,ASCENDING
24800,889892,DESCENDING
24800,5435,ASHAPE
24800,5260,VSHAPE
24900,4893,UNIFORM
24900,1665,CONSTANT
24900,902903,ASCENDING
24900,895468,DESCENDING
24900,5205,ASHAPE
24900,6197,VSHAPE
25000,4743,UNIFORM
25000,1678,CONSTANT
25000,907306,ASCENDING
25000,902228,DESCENDING
25000,5007,ASHAPE
25000,5280,VSHAPE
25100,4166,UNIFORM
25100,1484,CONSTANT
25100,910206,ASCENDING
25100,914286,DESCENDING
25100,5133,ASHAPE
25100,5445,VSHAPE
25200,4668,UNIFORM
25200,1864,CONSTANT
25200,923963,ASCENDING
25200,919714,DESCENDING
25200,5046,ASHAPE
25200,5253,VSHAPE
25300,4413,UNIFORM
25300,1505,CONSTANT
25300,926844,ASCENDING
25300,926182,DESCENDING
25300,4997,ASHAPE
25300,5214,VSHAPE
25400,4845,UNIFORM
25400,1724,CONSTANT
25400,935623,ASCENDING
25400,932486,DESCENDING
25400,5424,ASHAPE
25400,5292,VSHAPE
25500,4619,UNIFORM
25500,1508,CONSTANT
25500,944264,ASCENDING
25500,940246,DESCENDING
25500,5145,ASHAPE
25500,8494,VSHAPE
25600,4638,UNIFORM
25600,1861,CONSTANT
25600,956244,ASCENDING
25600,951094,DESCENDING
25600,5358,ASHAPE
25600,5433,VSHAPE
25700,4329,UNIFORM
25700,1580,CONSTANT
25700,959610,ASCENDING
25700,963797,DESCENDING
25700,5778,ASHAPE
25700,5372,VSHAPE
25800,5403,UNIFORM
25800,1758,CONSTANT
25800,966962,ASCENDING
25800,969450,DESCENDING
25800,5201,ASHAPE
25800,5738,VSHAPE
25900,4676,UNIFORM
25900,2008,CONSTANT
25900,977619,ASCENDING
25900,975976,DESCENDING
25900,5178,ASHAPE
25900,5475,VSHAPE
26000,5035,UNIFORM
26000,1759,CONSTANT
26000,980073,ASCENDING
26000,984390,DESCENDING
26000,5486,ASHAPE
26000,5323,VSHAPE
26100,4941,UNIFORM
26100,1781,CONSTANT
26100,996968,ASCENDING
26100,984863,DESCENDING
26100,5472,ASHAPE
26100,5823,VSHAPE
26200,4470,UNIFORM
26200,1562,CONSTANT
26200,993785,ASCENDING
26200,994535,DESCENDING
26200,5198,ASHAPE
26200,5549,VSHAPE
26300,5168,UNIFORM
26300,2519,CONSTANT
26300,1005875,ASCENDING
26300,1001118,DESCENDING
26300,5723,ASHAPE
26300,5464,VSHAPE
26400,4428,UNIFORM
26400,1599,CONSTANT
26400,1008080,ASCENDING
26400,1016678,DESCENDING
26400,5490,ASHAPE
26400,8760,VSHAPE
26500,5282,UNIFORM
26500,2794,CONSTANT
26500,1028871,ASCENDING
26500,1012077,DESCENDING
26500,5565,ASHAPE
26500,5588,VSHAPE
26600,4478,UNIFORM
26600,1630,CONSTANT
26600,1025499,ASCENDING
26600,1025358,DESCENDING
26600,5961,ASHAPE
26600,5795,VSHAPE
26700,4994,UNIFORM
26700,1806,CONSTANT
26700,1030684,ASCENDING
26700,1027752,DESCENDING
26700,5424,ASHAPE
26700,6117,VSHAPE
26800,5136,UNIFORM
26800,1637,CONSTANT
26800,1042214,ASCENDING
26800,1035261,DESCENDING
26800,5487,ASHAPE
26800,5626,VSHAPE
26900,5128,UNIFORM
26900,1843,CONSTANT
26900,1047173,ASCENDING
26900,1051260,DESCENDING
26900,5573,ASHAPE
26900,5977,VSHAPE
27000,5423,UNIFORM
27000,1822,CONSTANT
27000,1051629,ASCENDING
27000,1056675,DESCENDING
27000,5592,ASHAPE
27000,5614,VSHAPE
27100,5188,UNIFORM
27100,1841,CONSTANT
27100,1062112,ASCENDING
27100,1084721,DESCENDING
27100,6359,ASHAPE
27100,5745,VSHAPE
27200,4576,UNIFORM
27200,1636,CONSTANT
27200,1072446,ASCENDING
27200,1070936,DESCENDING
27200,5626,ASHAPE
27200,5793,VSHAPE
27300,5162,UNIFORM
27300,1892,CONSTANT
27300,1076945,ASCENDING
27300,1075394,DESCENDING
27300,5729,ASHAPE
27300,5823,VSHAPE
27400,4631,UNIFORM
27400,1699,CONSTANT
27400,1092317,ASCENDING
27400,1115301,DESCENDING
27400,5670,ASHAPE
27400,5927,VSHAPE
27500,5634,UNIFORM
27500,2696,CONSTANT
27500,1105325,ASCENDING
27500,1093400,DESCENDING
27500,5556,ASHAPE
27500,6298,VSHAPE
27600,4822,UNIFORM
27600,2307,CONSTANT
27600,1100226,ASCENDING
27600,1100066,DESCENDING
27600,8559,ASHAPE
27600,5891,VSHAPE
27700,5255,UNIFORM
27700,1912,CONSTANT
27700,1124107,ASCENDING
27700,1108375,DESCENDING
27700,5679,ASHAPE
27700,5863,VSHAPE
27800,4771,UNIFORM
27800,1777,CONSTANT
27800,1114845,ASCENDING
27800,1120578,DESCENDING
27800,5700,ASHAPE
27800,5913,VSHAPE
27900,5706,UNIFORM
27900,2742,CONSTANT
27900,1128025,ASCENDING
27900,1121463,DESCENDING
27900,5838,ASHAPE
27900,6311,VSHAPE
28000,4859,UNIFORM
28000,1730,CONSTANT
28000,1140920,ASCENDING
28000,1145024,DESCENDING
28000,5822,ASHAPE
28000,5943,VSHAPE
28100,5483,UNIFORM
28100,2676,CONSTANT
28100,1157133,ASCENDING
28100,1153925,DESCENDING
28100,5871,ASHAPE
28100,6136,VSHAPE
28200,5344,UNIFORM
28200,2022,CONSTANT
28200,1162057,ASCENDING
28200,1157551,DESCENDING
28200,6378,ASHAPE
28200,6021,VSHAPE
28300,4802,UNIFORM
28300,1719,CONSTANT
28300,1164983,ASCENDING
28300,1164861,DESCENDING
28300,6524,ASHAPE
28300,6504,VSHAPE
28400,4834,UNIFORM
28400,1752,CONSTANT
28400,1167687,ASCENDING
28400,1175766,DESCENDING
28400,6070,ASHAPE
28400,6166,VSHAPE
28500,4906,UNIFORM
28500,1768,CONSTANT
28500,1179648,ASCENDING
28500,1178281,DESCENDING
28500,5937,ASHAPE
28500,6163,VSHAPE
28600,5451,UNIFORM
28600,1949,CONSTANT
28600,1183739,ASCENDING
28600,1183445,DESCENDING
28600,5996,ASHAPE
28600,6215,VSHAPE
28700,4904,UNIFORM
28700,1747,CONSTANT
28700,1194407,ASCENDING
28700,1203939,DESCENDING
28700,6059,ASHAPE
28700,6376,VSHAPE
28800,5083,UNIFORM
28800,1833,CONSTANT
28800,1208302,ASCENDING
28800,1203094,DESCENDING
28800,6651,ASHAPE
28800,6254,VSHAPE
28900,4905,UNIFORM
28900,1807,CONSTANT
28900,1214323,ASCENDING
28900,1207027,DESCENDING
28900,5916,ASHAPE
28900,6259,VSHAPE
29000,4893,UNIFORM
29000,1789,CONSTANT
29000,1226036,ASCENDING
29000,1223871,DESCENDING
29000,5948,ASHAPE
29000,6223,VSHAPE
29100,4951,UNIFORM
29100,2123,CONSTANT
29100,1226329,ASCENDING
29100,1226172,DESCENDING
29100,5858,ASHAPE
29100,6375,VSHAPE
29200,5055,UNIFORM
29200,1815,CONSTANT
29200,1236495,ASCENDING
29200,1233749,DESCENDING
29200,5846,ASHAPE
29200,6636,VSHAPE
29300,5119,UNIFORM
29300,1822,CONSTANT
29300,1244884,ASCENDING
29300,1271670,DESCENDING
29300,5926,ASHAPE
29300,6242,VSHAPE
29400,5037,UNIFORM
29400,1824,CONSTANT
29400,1247688,ASCENDING
29400,1250751,DESCENDING
29400,6236,ASHAPE
29400,6332,VSHAPE
29500,5990,UNIFORM
29500,2992,CONSTANT
29500,1262069,ASCENDING
29500,1259749,DESCENDING
29500,6006,ASHAPE
29500,6682,VSHAPE
29600,5285,UNIFORM
29600,1821,CONSTANT
29600,1270886,ASCENDING
29600,1266230,DESCENDING
29600,6387,ASHAPE
29600,6223,VSHAPE
29700,5332,UNIFORM
29700,1841,CONSTANT
29700,1277421,ASCENDING
29700,1274273,DESCENDING
29700,6245,ASHAPE
29700,6367,VSHAPE
29800,5785,UNIFORM
29800,2060,CONSTANT
29800,1294022,ASCENDING
29800,1283767,DESCENDING
29800,6077,ASHAPE
29800,6513,VSHAPE
29900,5142,UNIFORM
29900,1833,CONSTANT
29900,1299316,ASCENDING
29900,1319747,DESCENDING
29900,6831,ASHAPE
29900,6580,VSHAPE
30000,5189,UNIFORM
30000,1852,CONSTANT
30000,1320566,ASCENDING
30000,1303954,DESCENDING
30000,6218,ASHAPE
30000,6594,VSHAPE
30100,5262,UNIFORM
30100,1876,CONSTANT
30100,1318490,ASCENDING
30100,1325797,DESCENDING
30100,6239,ASHAPE
30100,6891,VSHAPE
30200,5176,UNIFORM
30200,1838,CONSTANT
30200,1318087,ASCENDING
30200,1324279,DESCENDING
30200,6139,ASHAPE
30200,6546,VSHAPE
30300,8483,UNIFORM
30300,1844,CONSTANT
30300,1326712,ASCENDING
30300,1328585,DESCENDING
30300,6381,ASHAPE
30300,6522,VSHAPE
30400,5149,UNIFORM
30400,1854,CONSTANT
30400,1342157,ASCENDING
30400,1341462,DESCENDING
30400,6264,ASHAPE
30400,6559,VSHAPE
30500,5350,UNIFORM
30500,1892,CONSTANT
30500,1394219,ASCENDING
30500,1365917,DESCENDING
30500,6150,ASHAPE
30500,6752,VSHAPE
30600,5350,UNIFORM
30600,2033,CONSTANT
30600,1393825,ASCENDING
30600,1355122,DESCENDING
30600,6273,ASHAPE
30600,6584,VSHAPE
30700,5121,UNIFORM
30700,1868,CONSTANT
30700,1419038,ASCENDING
30700,1371016,DESCENDING
30700,6377,ASHAPE
30700,6555,VSHAPE
30800,5455,UNIFORM
30800,1936,CONSTANT
30800,1395191,ASCENDING
30800,1409724,DESCENDING
30800,6636,ASHAPE
30800,6919,VSHAPE
30900,5343,UNIFORM
30900,1969,CONSTANT
30900,1397859,ASCENDING
30900,1395348,DESCENDING
30900,6260,ASHAPE
30900,6733,VSHAPE
31000,5414,UNIFORM
31000,2038,CONSTANT
31000,1418777,ASCENDING
31000,1407908,DESCENDING
31000,6453,ASHAPE
31000,6652,VSHAPE
31100,5285,UNIFORM
31100,1958,CONSTANT
31100,1415059,ASCENDING
31100,1409244,DESCENDING
31100,7546,ASHAPE
31100,8239,VSHAPE
31200,6277,UNIFORM
31200,2921,CONSTANT
31200,1418897,ASCENDING
31200,1397355,DESCENDING
31200,6495,ASHAPE
31200,6720,VSHAPE
31300,5298,UNIFORM
31300,2401,CONSTANT
31300,1405924,ASCENDING
31300,1403886,DESCENDING
31300,6533,ASHAPE
31300,6698,VSHAPE
31400,5401,UNIFORM
31400,1926,CONSTANT
31400,1416201,ASCENDING
31400,1413930,DESCENDING
31400,6536,ASHAPE
31400,6747,VSHAPE
31500,5487,UNIFORM
31500,1973,CONSTANT
31500,1425511,ASCENDING
31500,1425010,DESCENDING
31500,6959,ASHAPE
31500,7144,VSHAPE
31600,5498,UNIFORM
31600,1958,CONSTANT
31600,1438398,ASCENDING
31600,1435991,DESCENDING
31600,6626,ASHAPE
31600,7031,VSHAPE
31700,5580,UNIFORM
31700,1954,CONSTANT
31700,1441934,ASCENDING
31700,1440268,DESCENDING
31700,6540,ASHAPE
31700,7142,VSHAPE
31800,5583,UNIFORM
31800,2136,CONSTANT
31800,1463626,ASCENDING
31800,1448878,DESCENDING
31800,6531,ASHAPE
31800,6951,VSHAPE
31900,5754,UNIFORM
31900,2016,CONSTANT
31900,1462960,ASCENDING
31900,1459068,DESCENDING
31900,6702,ASHAPE
31900,7032,VSHAPE
32000,6061,UNIFORM
32000,2658,CONSTANT
32000,1488609,ASCENDING
32000,1482383,DESCENDING
32000,6621,ASHAPE
32000,6995,VSHAPE
32100,5431,UNIFORM
32100,2023,CONSTANT
32100,1482649,ASCENDING
32100,1478312,DESCENDING
32100,6550,ASHAPE
32100,7040,VSHAPE
32200,5531,UNIFORM
32200,2029,CONSTANT
32200,1499201,ASCENDING
32200,1488741,DESCENDING
32200,6593,ASHAPE
32200,7026,VSHAPE
32300,5585,UNIFORM
32300,2036,CONSTANT
32300,1499518,ASCENDING
32300,1495676,DESCENDING
32300,6572,ASHAPE
32300,7415,VSHAPE
32400,5497,UNIFORM
32400,2009,CONSTANT
32400,1506692,ASCENDING
32400,1505033,DESCENDING
32400,6737,ASHAPE
32400,7140,VSHAPE
32500,5559,UNIFORM
32500,2048,CONSTANT
32500,1520937,ASCENDING
32500,1530318,DESCENDING
32500,7051,ASHAPE
32500,7174,VSHAPE
32600,5667,UNIFORM
32600,2013,CONSTANT
32600,1527562,ASCENDING
32600,1524759,DESCENDING
32600,6813,ASHAPE
32600,7243,VSHAPE
32700,5608,UNIFORM
32700,2482,CONSTANT
32700,1556122,ASCENDING
32700,1533733,DESCENDING
32700,6956,ASHAPE
32700,7648,VSHAPE
32800,5600,UNIFORM
32800,2029,CONSTANT
32800,1544550,ASCENDING
32800,1544750,DESCENDING
32800,7381,ASHAPE
32800,7898,VSHAPE
32900,5637,UNIFORM
32900,2136,CONSTANT
32900,1634564,ASCENDING
32900,1554418,DESCENDING
32900,7239,ASHAPE
32900,7701,VSHAPE
33000,5679,UNIFORM
33000,2235,CONSTANT
33000,1579533,ASCENDING
33000,1568408,DESCENDING
33000,7434,ASHAPE
33000,7469,VSHAPE
33100,5598,UNIFORM
33100,2088,CONSTANT
33100,1573298,ASCENDING
33100,1574260,DESCENDING
33100,7170,ASHAPE
33100,7375,VSHAPE
