Elements,Time,Distribution
16200,553,ASCENDING
16200,454,DESCENDING
16200,656,ASHAPE
16200,544,VSHAPE
16300,623,UNIFORM
16300,263,CONSTANT
16300,585,ASCENDING
16300,495,DESCENDING
16300,531,ASHAPE
16300,505,VSHAPE
16400,630,UNIFORM
16400,265,CONSTANT
16400,563,ASCENDING
16400,458,DESCENDING
16400,563,ASHAPE
16400,509,VSHAPE
16500,688,UNIFORM
16500,268,CONSTANT
16500,566,ASCENDING
16500,463,DESCENDING
16500,624,ASHAPE
16500,556,VSHAPE
16600,636,UNIFORM
16600,278,CONSTANT
16600,570,ASCENDING
16600,464,DESCENDING
16600,576,ASHAPE
16600,510,VSHAPE
16700,753,UNIFORM
16700,306,CONSTANT
16700,571,ASCENDING
16700,465,DESCENDING
16700,540,ASHAPE
16700,515,VSHAPE
16800,645,UNIFORM
16800,272,CONSTANT
16800,579,ASCENDING
16800,493,DESCENDING
16800,542,ASHAPE
16800,569,VSHAPE
16900,646,UNIFORM
16900,272,CONSTANT
16900,577,ASCENDING
16900,471,DESCENDING
16900,547,ASHAPE
16900,565,VSHAPE
17000,651,UNIFORM
17000,274,CONSTANT
17000,584,ASCENDING
17000,475,DESCENDING
17000,633,ASHAPE
17000,806,VSHAPE
17100,705,UNIFORM
17100,277,CONSTANT
17100,583,ASCENDING
17100,480,DESCENDING
17100,556,ASHAPE
17100,526,VSHAPE
17200,664,UNIFORM
17200,278,CONSTANT
17200,590,ASCENDING
17200,480,DESCENDING
17200,558,ASHAPE
17200,531,VSHAPE
17300,684,UNIFORM
17300,278,CONSTANT
17300,599,ASCENDING
17300,483,DESCENDING
17300,560,ASHAPE
17300,534,VSHAPE
17400,666,UNIFORM
17400,351,CONSTANT
17400,676,ASCENDING
17400,492,DESCENDING
17400,561,ASHAPE
17400,539,VSHAPE
17500,696,UNIFORM
17500,282,CONSTANT
17500,601,ASCENDING
17500,512,DESCENDING
17500,573,ASHAPE
17500,619,VSHAPE
17600,672,UNIFORM
17600,283,CONSTANT
17600,624,ASCENDING
17600,512,DESCENDING
17600,569,ASHAPE
17600,544,VSHAPE
17700,678,UNIFORM
17700,286,CONSTANT
17700,644,ASCENDING
17700,529,DESCENDING
17700,627,ASHAPE
17700,546,VSHAPE
17800,716,UNIFORM
17800,286,CONSTANT
17800,611,ASCENDING
17800,497,DESCENDING
17800,588,ASHAPE
17800,766,VSHAPE
17900,733,UNIFORM
17900,292,CONSTANT
17900,617,ASCENDING
17900,511,DESCENDING
17900,584,ASHAPE
17900,646,VSHAPE
18000,687,UNIFORM
18000,290,CONSTANT
18000,615,ASCENDING
18000,505,DESCENDING
18000,607,ASHAPE
18000,555,VSHAPE
18100,694,UNIFORM
18100,291,CONSTANT
18100,652,ASCENDING
18100,505,DESCENDING
18100,585,ASHAPE
18100,560,VSHAPE
18200,721,UNIFORM
18200,296,CONSTANT
18200,650,ASCENDING
18200,540,DESCENDING
18200,592,ASHAPE
18200,559,VSHAPE
18300,701,UNIFORM
18300,294,CONSTANT
18300,624,ASCENDING
18300,510,DESCENDING
18300,591,ASHAPE
18300,563,VSHAPE
18400,705,UNIFORM
18400,296,CONSTANT
18400,648,ASCENDING
18400,544,DESCENDING
18400,649,ASHAPE
18400,565,VSHAPE
18500,731,UNIFORM
18500,300,CONSTANT
18500,646,ASCENDING
18500,516,DESCENDING
18500,599,ASHAPE
18500,572,VSHAPE
18600,721,UNIFORM
18600,323,CONSTANT
18600,664,ASCENDING
18600,519,DESCENDING
18600,611,ASHAPE
18600,576,VSHAPE
18700,716,UNIFORM
18700,300,CONSTANT
18700,669,ASCENDING
18700,523,DESCENDING
18700,615,ASHAPE
18700,575,VSHAPE
18800,719,UNIFORM
18800,302,CONSTANT
18800,716,ASCENDING
18800,524,DESCENDING
18800,607,ASHAPE
18800,621,VSHAPE
18900,753,UNIFORM
18900,327,CONSTANT
18900,648,ASCENDING
18900,528,DESCENDING
18900,610,ASHAPE
18900,585,VSHAPE
19000,727,UNIFORM
19000,305,CONSTANT
19000,648,ASCENDING
19000,530,DESCENDING
19000,668,ASHAPE
19000,583,VSHAPE
19100,741,UNIFORM
19100,307,CONSTANT
19100,758,ASCENDING
19100,546,DESCENDING
19100,617,ASHAPE
19100,587,VSHAPE
19200,867,UNIFORM
19200,485,CONSTANT
19200,859,ASCENDING
19200,536,DESCENDING
19200,670,ASHAPE
19200,590,VSHAPE
19300,740,UNIFORM
19300,312,CONSTANT
19300,695,ASCENDING
19300,539,DESCENDING
19300,633,ASHAPE
19300,641,VSHAPE
19400,743,UNIFORM
19400,312,CONSTANT
19400,691,ASCENDING
19400,562,DESCENDING
19400,675,ASHAPE
19400,595,VSHAPE
19500,750,UNIFORM
19500,313,CONSTANT
19500,668,ASCENDING
19500,552,DESCENDING
19500,629,ASHAPE
19500,709,VSHAPE
19600,753,UNIFORM
19600,472,CONSTANT
19600,803,ASCENDING
19600,547,DESCENDING
19600,683,ASHAPE
19600,602,VSHAPE
19700,784,UNIFORM
19700,319,CONSTANT
19700,677,ASCENDING
19700,550,DESCENDING
19700,636,ASHAPE
19700,684,VSHAPE
19800,757,UNIFORM
19800,319,CONSTANT
19800,685,ASCENDING
19800,552,DESCENDING
19800,673,ASHAPE
19800,652,VSHAPE
19900,783,UNIFORM
19900,323,CONSTANT
19900,939,ASCENDING
19900,584,DESCENDING
19900,643,ASHAPE
19900,611,VSHAPE
20000,768,UNIFORM
20000,324,CONSTANT
20000,786,ASCENDING
20000,560,DESCENDING
20000,646,ASHAPE
20000,615,VSHAPE
20100,781,UNIFORM
20100,347,CONSTANT
20100,693,ASCENDING
20100,566,DESCENDING
20100,659,ASHAPE
20100,617,VSHAPE
20200,805,UNIFORM
20200,327,CONSTANT
20200,693,ASCENDING
20200,571,DESCENDING
20200,653,ASHAPE
20200,656,VSHAPE
20300,824,UNIFORM
20300,328,CONSTANT
20300,733,ASCENDING
20300,569,DESCENDING
20300,838,ASHAPE
20300,656,VSHAPE
20400,805,UNIFORM
20400,328,CONSTANT
20400,697,ASCENDING
20400,617,DESCENDING
20400,660,ASHAPE
20400,809,VSHAPE
20500,826,UNIFORM
20500,330,CONSTANT
20500,699,ASCENDING
20500,578,DESCENDING
20500,674,ASHAPE
20500,751,VSHAPE
20600,787,UNIFORM
20600,333,CONSTANT
20600,744,ASCENDING
20600,574,DESCENDING
20600,667,ASHAPE
20600,633,VSHAPE
20700,808,UNIFORM
20700,333,CONSTANT
20700,713,ASCENDING
20700,581,DESCENDING
20700,675,ASHAPE
20700,636,VSHAPE
20800,797,UNIFORM
20800,335,CONSTANT
20800,711,ASCENDING
20800,608,DESCENDING
20800,671,ASHAPE
20800,639,VSHAPE
20900,819,UNIFORM
20900,501,CONSTANT
20900,765,ASCENDING
20900,586,DESCENDING
20900,715,ASHAPE
20900,648,VSHAPE
21000,810,UNIFORM
21000,370,CONSTANT
21000,718,ASCENDING
21000,587,DESCENDING
21000,682,ASHAPE
21000,647,VSHAPE
21100,813,UNIFORM
21100,340,CONSTANT
21100,731,ASCENDING
21100,592,DESCENDING
21100,776,ASHAPE
21100,651,VSHAPE
21200,814,UNIFORM
21200,343,CONSTANT
21200,723,ASCENDING
21200,630,DESCENDING
21200,759,ASHAPE
21200,659,VSHAPE
21300,816,UNIFORM
21300,346,CONSTANT
21300,731,ASCENDING
21300,594,DESCENDING
21300,701,ASHAPE
21300,655,VSHAPE
21400,818,UNIFORM
21400,344,CONSTANT
21400,736,ASCENDING
21400,666,DESCENDING
21400,698,ASHAPE
21400,668,VSHAPE
21500,875,UNIFORM
21500,345,CONSTANT
21500,734,ASCENDING
21500,599,DESCENDING
21500,704,ASHAPE
21500,882,VSHAPE
21600,829,UNIFORM
21600,347,CONSTANT
21600,772,ASCENDING
21600,691,DESCENDING
21600,727,ASHAPE
21600,663,VSHAPE
21700,860,UNIFORM
21700,349,CONSTANT
21700,742,ASCENDING
21700,605,DESCENDING
21700,700,ASHAPE
21700,696,VSHAPE
21800,834,UNIFORM
21800,352,CONSTANT
21800,780,ASCENDING
21800,612,DESCENDING
21800,704,ASHAPE
21800,669,VSHAPE
21900,837,UNIFORM
21900,389,CONSTANT
21900,756,ASCENDING
21900,639,DESCENDING
21900,716,ASHAPE
21900,673,VSHAPE
22000,1051,UNIFORM
22000,393,CONSTANT
22000,752,ASCENDING
22000,615,DESCENDING
22000,715,ASHAPE
22000,676,VSHAPE
22100,843,UNIFORM
22100,394,CONSTANT
22100,949,ASCENDING
22100,616,DESCENDING
22100,714,ASHAPE
22100,681,VSHAPE
22200,861,UNIFORM
22200,359,CONSTANT
22200,759,ASCENDING
22200,620,DESCENDING
22200,717,ASHAPE
22200,852,VSHAPE
22300,857,UNIFORM
22300,1086,CONSTANT
22300,2492,ASCENDING
22300,1175,DESCENDING
22300,807,ASHAPE
22300,691,VSHAPE
22400,908,UNIFORM
22400,363,CONSTANT
22400,803,ASCENDING
22400,662,DESCENDING
22400,723,ASHAPE
22400,688,VSHAPE
22500,865,UNIFORM
22500,365,CONSTANT
22500,806,ASCENDING
22500,711,DESCENDING
22500,726,ASHAPE
22500,692,VSHAPE
22600,863,UNIFORM
22600,530,CONSTANT
22600,1030,ASCENDING
22600,706,DESCENDING
22600,771,ASHAPE
22600,701,VSHAPE
22700,866,UNIFORM
22700,366,CONSTANT
22700,1145,ASCENDING
22700,779,DESCENDING
22700,761,ASHAPE
22700,705,VSHAPE
22800,886,UNIFORM
22800,367,CONSTANT
22800,870,ASCENDING
22800,824,DESCENDING
22800,741,ASHAPE
22800,700,VSHAPE
22900,877,UNIFORM
22900,368,CONSTANT
22900,781,ASCENDING
22900,652,DESCENDING
22900,784,ASHAPE
22900,845,VSHAPE
23000,877,UNIFORM
23000,370,CONSTANT
23000,786,ASCENDING
23000,771,DESCENDING
23000,755,ASHAPE
23000,741,VSHAPE
23100,885,UNIFORM
23100,372,CONSTANT
23100,824,ASCENDING
23100,644,DESCENDING
23100,746,ASHAPE
23100,714,VSHAPE
23200,891,UNIFORM
23200,411,CONSTANT
23200,849,ASCENDING
23200,647,DESCENDING
23200,752,ASHAPE
23200,715,VSHAPE
23300,894,UNIFORM
23300,414,CONSTANT
23300,804,ASCENDING
23300,650,DESCENDING
23300,782,ASHAPE
23300,722,VSHAPE
23400,976,UNIFORM
23400,378,CONSTANT
23400,801,ASCENDING
23400,656,DESCENDING
23400,755,ASHAPE
23400,754,VSHAPE
23500,906,UNIFORM
23500,381,CONSTANT
23500,843,ASCENDING
23500,659,DESCENDING
23500,760,ASHAPE
23500,727,VSHAPE
23600,908,UNIFORM
23600,381,CONSTANT
23600,805,ASCENDING
23600,658,DESCENDING
23600,806,ASHAPE
23600,1084,VSHAPE
23700,908,UNIFORM
23700,425,CONSTANT
23700,814,ASCENDING
23700,661,DESCENDING
23700,765,ASHAPE
23700,747,VSHAPE
23800,913,UNIFORM
23800,383,CONSTANT
23800,848,ASCENDING
23800,664,DESCENDING
23800,787,ASHAPE
23800,735,VSHAPE
23900,919,UNIFORM
23900,385,CONSTANT
23900,821,ASCENDING
23900,667,DESCENDING
23900,775,ASHAPE
23900,735,VSHAPE
24000,918,UNIFORM
24000,387,CONSTANT
24000,862,ASCENDING
24000,720,DESCENDING
24000,810,ASHAPE
24000,740,VSHAPE
24100,924,UNIFORM
24100,388,CONSTANT
24100,826,ASCENDING
24100,673,DESCENDING
24100,827,ASHAPE
24100,743,VSHAPE
24200,1068,UNIFORM
24200,392,CONSTANT
24200,858,ASCENDING
24200,706,DESCENDING
24200,785,ASHAPE
24200,746,VSHAPE
24300,941,UNIFORM
24300,390,CONSTANT
24300,842,ASCENDING
24300,677,DESCENDING
24300,855,ASHAPE
24300,1062,VSHAPE
24400,984,UNIFORM
24400,393,CONSTANT
24400,832,ASCENDING
24400,683,DESCENDING
24400,789,ASHAPE
24400,750,VSHAPE
24500,978,UNIFORM
24500,396,CONSTANT
24500,911,ASCENDING
24500,685,DESCENDING
24500,792,ASHAPE
24500,752,VSHAPE
24600,1005,UNIFORM
24600,398,CONSTANT
24600,842,ASCENDING
24600,1081,DESCENDING
24600,801,ASHAPE
24600,782,VSHAPE
24700,949,UNIFORM
24700,398,CONSTANT
24700,889,ASCENDING
24700,693,DESCENDING
24700,804,ASHAPE
24700,762,VSHAPE
24800,951,UNIFORM
24800,402,CONSTANT
24800,887,ASCENDING
24800,703,DESCENDING
24800,816,ASHAPE
24800,957,VSHAPE
24900,1691,UNIFORM
24900,556,CONSTANT
24900,1021,ASCENDING
24900,694,DESCENDING
24900,851,ASHAPE
24900,765,VSHAPE
25000,962,UNIFORM
25000,451,CONSTANT
25000,856,ASCENDING
25000,699,DESCENDING
25000,815,ASHAPE
25000,819,VSHAPE
25100,990,UNIFORM
25100,403,CONSTANT
25100,871,ASCENDING
25100,701,DESCENDING
25100,863,ASHAPE
25100,775,VSHAPE
25200,969,UNIFORM
25200,413,CONSTANT
25200,872,ASCENDING
25200,704,DESCENDING
25200,816,ASHAPE
25200,807,VSHAPE
25300,1037,UNIFORM
25300,442,CONSTANT
25300,869,ASCENDING
25300,707,DESCENDING
25300,825,ASHAPE
25300,808,VSHAPE
25400,1031,UNIFORM
25400,409,CONSTANT
25400,872,ASCENDING
25400,715,DESCENDING
25400,907,ASHAPE
25400,1018,VSHAPE
25500,972,UNIFORM
25500,412,CONSTANT
25500,937,ASCENDING
25500,711,DESCENDING
25500,835,ASHAPE
25500,784,VSHAPE
25600,1011,UNIFORM
25600,412,CONSTANT
25600,878,ASCENDING
25600,714,DESCENDING
25600,835,ASHAPE
25600,787,VSHAPE
25700,979,UNIFORM
25700,415,CONSTANT
25700,879,ASCENDING
25700,746,DESCENDING
25700,831,ASHAPE
25700,792,VSHAPE
25800,990,UNIFORM
25800,416,CONSTANT
25800,906,ASCENDING
25800,720,DESCENDING
25800,838,ASHAPE
25800,805,VSHAPE
25900,994,UNIFORM
25900,421,CONSTANT
25900,898,ASCENDING
25900,722,DESCENDING
25900,838,ASHAPE
25900,795,VSHAPE
26000,998,UNIFORM
26000,462,CONSTANT
26000,991,ASCENDING
26000,1137,DESCENDING
26000,1107,ASHAPE
26000,805,VSHAPE
26100,1039,UNIFORM
26100,419,CONSTANT
26100,919,ASCENDING
26100,731,DESCENDING
26100,850,ASHAPE
26100,803,VSHAPE
26200,1004,UNIFORM
26200,424,CONSTANT
26200,931,ASCENDING
26200,733,DESCENDING
26200,854,ASHAPE
26200,807,VSHAPE
26300,1009,UNIFORM
26300,423,CONSTANT
26300,938,ASCENDING
26300,815,DESCENDING
26300,852,ASHAPE
26300,847,VSHAPE
26400,1152,UNIFORM
26400,673,CONSTANT
26400,1022,ASCENDING
26400,736,DESCENDING
26400,856,ASHAPE
26400,855,VSHAPE
26500,1073,UNIFORM
26500,426,CONSTANT
26500,927,ASCENDING
26500,840,DESCENDING
26500,894,ASHAPE
26500,822,VSHAPE
26600,1017,UNIFORM
26600,428,CONSTANT
26600,914,ASCENDING
26600,774,DESCENDING
26600,869,ASHAPE
26600,818,VSHAPE
26700,1096,UNIFORM
26700,430,CONSTANT
26700,915,ASCENDING
26700,747,DESCENDING
26700,910,ASHAPE
26700,821,VSHAPE
26800,1065,UNIFORM
26800,475,CONSTANT
26800,918,ASCENDING
26800,750,DESCENDING
26800,972,ASHAPE
26800,1310,VSHAPE
26900,1074,UNIFORM
26900,435,CONSTANT
26900,952,ASCENDING
26900,752,DESCENDING
26900,918,ASHAPE
26900,870,VSHAPE
27000,1047,UNIFORM
27000,436,CONSTANT
27000,926,ASCENDING
27000,755,DESCENDING
27000,941,ASHAPE
27000,879,VSHAPE
27100,1046,UNIFORM
27100,435,CONSTANT
27100,925,ASCENDING
27100,787,DESCENDING
27100,905,ASHAPE
27100,1175,VSHAPE
27200,1532,UNIFORM
27200,594,CONSTANT
27200,932,ASCENDING
27200,804,DESCENDING
27200,882,ASHAPE
27200,836,VSHAPE
27300,1281,UNIFORM
27300,439,CONSTANT
27300,935,ASCENDING
27300,762,DESCENDING
27300,932,ASHAPE
27300,840,VSHAPE
27400,1052,UNIFORM
27400,444,CONSTANT
27400,967,ASCENDING
27400,764,DESCENDING
27400,888,ASHAPE
27400,858,VSHAPE
27500,1062,UNIFORM
27500,444,CONSTANT
27500,1024,ASCENDING
27500,769,DESCENDING
27500,891,ASHAPE
27500,872,VSHAPE
27600,1100,UNIFORM
27600,444,CONSTANT
27600,942,ASCENDING
27600,771,DESCENDING
27600,938,ASHAPE
27600,849,VSHAPE
27700,1141,UNIFORM
27700,445,CONSTANT
27700,950,ASCENDING
27700,806,DESCENDING
27700,897,ASHAPE
27700,852,VSHAPE
27800,1084,UNIFORM
27800,483,CONSTANT
27800,992,ASCENDING
27800,779,DESCENDING
27800,902,ASHAPE
27800,868,VSHAPE
27900,1062,UNIFORM
27900,448,CONSTANT
27900,953,ASCENDING
27900,811,DESCENDING
27900,931,ASHAPE
27900,859,VSHAPE
28000,1141,UNIFORM
28000,450,CONSTANT
28000,979,ASCENDING
28000,781,DESCENDING
28000,968,ASHAPE
28000,861,VSHAPE
28100,1073,UNIFORM
28100,500,CONSTANT
28100,964,ASCENDING
28100,784,DESCENDING
28100,912,ASHAPE
28100,937,VSHAPE
28200,1079,UNIFORM
28200,453,CONSTANT
28200,966,ASCENDING
28200,821,DESCENDING
28200,910,ASHAPE
28200,928,VSHAPE
28300,2129,UNIFORM
28300,1152,CONSTANT
28300,1686,ASCENDING
28300,1004,DESCENDING
28300,950,ASHAPE
28300,902,VSHAPE
28400,1119,UNIFORM
28400,458,CONSTANT
28400,974,ASCENDING
28400,792,DESCENDING
28400,970,ASHAPE
28400,889,VSHAPE
28500,1087,UNIFORM
28500,478,CONSTANT
28500,977,ASCENDING
28500,836,DESCENDING
28500,928,ASHAPE
28500,907,VSHAPE
28600,1133,UNIFORM
28600,464,CONSTANT
28600,982,ASCENDING
28600,799,DESCENDING
28600,1002,ASHAPE
28600,885,VSHAPE
28700,1138,UNIFORM
28700,466,CONSTANT
28700,979,ASCENDING
28700,1251,DESCENDING
28700,1416,ASHAPE
28700,1442,VSHAPE
28800,1128,UNIFORM
28800,465,CONSTANT
28800,1034,ASCENDING
28800,833,DESCENDING
28800,936,ASHAPE
28800,888,VSHAPE
28900,1112,UNIFORM
28900,465,CONSTANT
28900,987,ASCENDING
28900,850,DESCENDING
28900,973,ASHAPE
28900,1006,VSHAPE
29000,1120,UNIFORM
29000,468,CONSTANT
29000,996,ASCENDING
29000,837,DESCENDING
29000,961,ASHAPE
29000,968,VSHAPE
29100,1308,UNIFORM
29100,469,CONSTANT
29100,996,ASCENDING
29100,815,DESCENDING
29100,987,ASHAPE
29100,894,VSHAPE
29200,1116,UNIFORM
29200,469,CONSTANT
29200,1029,ASCENDING
29200,850,DESCENDING
29200,949,ASHAPE
29200,1162,VSHAPE
29300,1158,UNIFORM
29300,473,CONSTANT
29300,1038,ASCENDING
29300,818,DESCENDING
29300,1074,ASHAPE
29300,1214,VSHAPE
29400,1124,UNIFORM
29400,472,CONSTANT
29400,1003,ASCENDING
29400,820,DESCENDING
29400,950,ASHAPE
29400,1018,VSHAPE
29500,1126,UNIFORM
29500,474,CONSTANT
29500,1060,ASCENDING
29500,824,DESCENDING
29500,957,ASHAPE
29500,1046,VSHAPE
29600,1540,UNIFORM
29600,476,CONSTANT
29600,1010,ASCENDING
29600,842,DESCENDING
29600,1001,ASHAPE
29600,908,VSHAPE
29700,1139,UNIFORM
29700,479,CONSTANT
29700,1014,ASCENDING
29700,997,DESCENDING
29700,966,ASHAPE
29700,914,VSHAPE
29800,1143,UNIFORM
29800,482,CONSTANT
29800,1019,ASCENDING
29800,874,DESCENDING
29800,1051,ASHAPE
29800,921,VSHAPE
29900,1171,UNIFORM
29900,506,CONSTANT
29900,1045,ASCENDING
29900,893,DESCENDING
29900,1104,ASHAPE
29900,945,VSHAPE
30000,1152,UNIFORM
30000,484,CONSTANT
30000,1165,ASCENDING
30000,947,DESCENDING
30000,1098,ASHAPE
30000,1018,VSHAPE
30100,1191,UNIFORM
30100,486,CONSTANT
30100,1030,ASCENDING
30100,841,DESCENDING
30100,1141,ASHAPE
30100,924,VSHAPE
30200,1202,UNIFORM
30200,508,CONSTANT
30200,1035,ASCENDING
30200,844,DESCENDING
30200,1023,ASHAPE
30200,935,VSHAPE
30300,1205,UNIFORM
30300,488,CONSTANT
30300,1123,ASCENDING
30300,846,DESCENDING
30300,988,ASHAPE
30300,933,VSHAPE
30400,1165,UNIFORM
30400,488,CONSTANT
30400,1081,ASCENDING
30400,887,DESCENDING
30400,985,ASHAPE
30400,938,VSHAPE
30500,1214,UNIFORM
30500,541,CONSTANT
30500,1054,ASCENDING
30500,854,DESCENDING
30500,1104,ASHAPE
30500,964,VSHAPE
30600,1242,UNIFORM
30600,516,CONSTANT
30600,1046,ASCENDING
30600,856,DESCENDING
30600,1042,ASHAPE
30600,945,VSHAPE
30700,1298,UNIFORM
30700,496,CONSTANT
30700,1048,ASCENDING
30700,918,DESCENDING
30700,994,ASHAPE
30700,945,VSHAPE
30800,1222,UNIFORM
30800,501,CONSTANT
30800,1120,ASCENDING
30800,926,DESCENDING
30800,1010,ASHAPE
30800,1026,VSHAPE
30900,1188,UNIFORM
30900,602,CONSTANT
30900,1963,ASCENDING
30900,1592,DESCENDING
30900,1318,ASHAPE
30900,954,VSHAPE
31000,1193,UNIFORM
31000,500,CONSTANT
31000,1089,ASCENDING
31000,930,DESCENDING
31000,1068,ASHAPE
31000,955,VSHAPE
31100,1832,UNIFORM
31100,758,CONSTANT
31100,1656,ASCENDING
31100,1353,DESCENDING
31100,1639,ASHAPE
31100,1462,VSHAPE
31200,1196,UNIFORM
31200,504,CONSTANT
31200,1114,ASCENDING
31200,871,DESCENDING
31200,1360,ASHAPE
31200,1054,VSHAPE
31300,1230,UNIFORM
31300,503,CONSTANT
31300,1073,ASCENDING
31300,874,DESCENDING
31300,1065,ASHAPE
31300,1034,VSHAPE
31400,1234,UNIFORM
31400,627,CONSTANT
31400,1072,ASCENDING
31400,877,DESCENDING
31400,1061,ASHAPE
31400,972,VSHAPE
31500,1213,UNIFORM
31500,540,CONSTANT
31500,1073,ASCENDING
31500,878,DESCENDING
31500,1078,ASHAPE
31500,1001,VSHAPE
31600,1269,UNIFORM
31600,510,CONSTANT
31600,1118,ASCENDING
31600,883,DESCENDING
31600,1033,ASHAPE
31600,973,VSHAPE
31700,1390,UNIFORM
31700,579,CONSTANT
31700,1228,ASCENDING
31700,1015,DESCENDING
31700,1168,ASHAPE
31700,1108,VSHAPE
31800,1272,UNIFORM
31800,513,CONSTANT
31800,1084,ASCENDING
31800,921,DESCENDING
31800,1104,ASHAPE
31800,1303,VSHAPE
31900,1227,UNIFORM
31900,514,CONSTANT
31900,1121,ASCENDING
31900,890,DESCENDING
31900,1037,ASHAPE
31900,1051,VSHAPE
32000,1225,UNIFORM
32000,518,CONSTANT
32000,1090,ASCENDING
32000,925,DESCENDING
32000,1040,ASHAPE
32000,987,VSHAPE
32100,1249,UNIFORM
32100,548,CONSTANT
32100,1097,ASCENDING
32100,896,DESCENDING
32100,1041,ASHAPE
32100,1026,VSHAPE
32200,1278,UNIFORM
32200,519,CONSTANT
32200,1101,ASCENDING
32200,899,DESCENDING
32200,1079,ASHAPE
32200,1012,VSHAPE
32300,1234,UNIFORM
32300,522,CONSTANT
32300,1103,ASCENDING
32300,933,DESCENDING
32300,1056,ASHAPE
32300,995,VSHAPE
32400,1238,UNIFORM
32400,521,CONSTANT
32400,1140,ASCENDING
32400,904,DESCENDING
32400,1048,ASHAPE
32400,1039,VSHAPE
32500,1300,UNIFORM
32500,676,CONSTANT
32500,1114,ASCENDING
32500,931,DESCENDING
32500,1065,ASHAPE
32500,999,VSHAPE
32600,1248,UNIFORM
32600,558,CONSTANT
32600,1112,ASCENDING
32600,910,DESCENDING
32600,1060,ASHAPE
32600,1042,VSHAPE
32700,1309,UNIFORM
32700,527,CONSTANT
32700,1117,ASCENDING
32700,935,DESCENDING
32700,1060,ASHAPE
32700,1025,VSHAPE
32800,1252,UNIFORM
32800,528,CONSTANT
32800,1150,ASCENDING
32800,915,DESCENDING
32800,1064,ASHAPE
32800,1014,VSHAPE
32900,1286,UNIFORM
32900,528,CONSTANT
32900,1124,ASCENDING
32900,947,DESCENDING
32900,1067,ASHAPE
32900,1015,VSHAPE
33000,1265,UNIFORM
33000,544,CONSTANT
33000,1214,ASCENDING
33000,923,DESCENDING
33000,1067,ASHAPE
33000,1020,VSHAPE
33100,1267,UNIFORM
33100,533,CONSTANT
33100,1136,ASCENDING
33100,955,DESCENDING
33100,1075,ASHAPE
33100,1018,VSHAPE
33200,1336,UNIFORM
33200,536,CONSTANT
33200,1137,ASCENDING
33200,928,DESCENDING
33200,1114,ASHAPE
33200,1023,VSHAPE
33300,1299,UNIFORM
33300,538,CONSTANT
33300,1142,ASCENDING
33300,929,DESCENDING
33300,1078,ASHAPE
33300,1059,VSHAPE
33400,1290,UNIFORM
33400,537,CONSTANT
33400,1142,ASCENDING
33400,933,DESCENDING
33400,1123,ASHAPE
33400,1030,VSHAPE
33500,1330,UNIFORM
33500,538,CONSTANT
33500,1144,ASCENDING
33500,970,DESCENDING
33500,1083,ASHAPE
33500,1032,VSHAPE
33600,1376,UNIFORM
33600,542,CONSTANT
33600,1181,ASCENDING
33600,1739,DESCENDING
33600,2017,ASHAPE
33600,1409,VSHAPE
33700,1303,UNIFORM
33700,549,CONSTANT
33700,1187,ASCENDING
33700,942,DESCENDING
33700,1093,ASHAPE
33700,1071,VSHAPE
33800,1289,UNIFORM
33800,551,CONSTANT
33800,1167,ASCENDING
33800,943,DESCENDING
33800,1208,ASHAPE
33800,1040,VSHAPE
33900,1296,UNIFORM
33900,545,CONSTANT
33900,1176,ASCENDING
33900,945,DESCENDING
33900,1096,ASHAPE
33900,1083,VSHAPE
34000,1299,UNIFORM
34000,552,CONSTANT
34000,1194,ASCENDING
34000,949,DESCENDING
34000,1133,ASHAPE
34000,1223,VSHAPE
34100,1325,UNIFORM
34100,595,CONSTANT
34100,1169,ASCENDING
34100,952,DESCENDING
34100,1104,ASHAPE
34100,1052,VSHAPE
34200,1342,UNIFORM
34200,549,CONSTANT
34200,1210,ASCENDING
34200,954,DESCENDING
34200,1106,ASHAPE
34200,1085,VSHAPE
34300,1317,UNIFORM
34300,552,CONSTANT
34300,1211,ASCENDING
34300,1012,DESCENDING
34300,1110,ASHAPE
34300,1092,VSHAPE
34400,1314,UNIFORM
34400,596,CONSTANT
34400,1270,ASCENDING
34400,960,DESCENDING
34400,1146,ASHAPE
34400,1056,VSHAPE
34500,1323,UNIFORM
34500,588,CONSTANT
34500,1177,ASCENDING
34500,964,DESCENDING
34500,1159,ASHAPE
34500,1091,VSHAPE
34600,1367,UNIFORM
34600,558,CONSTANT
34600,1541,ASCENDING
34600,1105,DESCENDING
34600,1120,ASHAPE
34600,1066,VSHAPE
34700,1475,UNIFORM
34700,561,CONSTANT
34700,1186,ASCENDING
34700,971,DESCENDING
34700,1224,ASHAPE
34700,1070,VSHAPE
34800,1338,UNIFORM
34800,560,CONSTANT
34800,1191,ASCENDING
34800,1000,DESCENDING
34800,1129,ASHAPE
34800,1069,VSHAPE
34900,1697,UNIFORM
34900,661,CONSTANT
34900,1193,ASCENDING
34900,974,DESCENDING
34900,1175,ASHAPE
34900,1073,VSHAPE
35000,1378,UNIFORM
35000,563,CONSTANT
35000,1294,ASCENDING
35000,1011,DESCENDING
35000,1162,ASHAPE
35000,1103,VSHAPE
35100,1442,UNIFORM
35100,567,CONSTANT
35100,1237,ASCENDING
35100,981,DESCENDING
35100,1134,ASHAPE
35100,1084,VSHAPE
35200,1344,UNIFORM
35200,568,CONSTANT
35200,1248,ASCENDING
